,nums,labels
0,firehundrede og enogtredive; femhundrede og treogfyrre,1
43671,sekshundrede og tredive; ethundrede og seksoghalvtreds,0
43672,ethundrede og ti; enogfyrre,0
43673,firehundrede og nioghalvtreds; femhundrede og elleve,1
43674,ottehundrede og seksogtredive; trehundrede og nitten,0
43675,nihundrede og fireogtreds; trehundrede og enoghalvtreds,0
43676,trehundrede og toogtreds; femhundrede og syvoghalvtreds,1
43677,femhundrede og treogtreds; nihundrede og to,1
43678,ethundrede og seksten; ottehundrede og ti,1
43679,syvoghalvtreds; sekshundrede og femoghalvtreds,1
43680,ottehundrede og syvogfyrre; femhundrede og niogfirs,0
43681,ottehundrede og seksogtreds; ottehundrede og seksogtyve,0
43682,sekshundrede og halvfems; nihundrede og enogtreds,1
43683,firehundrede og niogtyve; ethundrede og fjorten,0
43684,syvhundrede og seksten; firehundrede og seksogfyrre,0
43685,femhundrede og femogtredive; femhundrede og tolv,0
43686,ethundrede og syvoghalvfems; trehundrede og syvoghalvfems,1
43687,sekshundrede og niogtreds; syvhundrede og fireogfirs,1
43688,tohundrede og syvogfyrre; nihundrede og treogtredive,1
43689,ethundrede og femoghalvtreds; ethundrede og fire,0
43690,tohundrede og niogtyve; halvtreds,0
43691,ethundrede og nioghalvfems; syvhundrede og femogtredive,1
43692,syvhundrede og niogfyrre; treogfirs,0
43693,trehundrede og elleve; femten,0
43694,sekshundrede og niogtreds; sekshundrede og niogtyve,0
43695,syvhundrede og fireogtreds; ethundrede og fem,0
43696,femhundrede og syvoghalvfjerds; firehundrede og tretten,0
43697,ethundrede og tre; nihundrede og otte,1
43698,sekshundrede og seksogfirs; syvhundrede og niogfirs,1
43699,ethundrede og atten; tohundrede og ti,1
43700,ethundrede og et; nihundrede og otteogfyrre,1
43701,enogtredive; sekshundrede og treogfyrre,1
43702,tohundrede og otteogfirs; ethundrede og treogtyve,0
43703,nihundrede og sytten; nihundrede og enogtreds,1
43704,syvhundrede og seksoghalvfjerds; firehundrede og treoghalvfjerds,0
43705,seksogtreds; firehundrede og otteoghalvfjerds,1
43706,ethundrede og fireoghalvfjerds; femhundrede og otteoghalvfems,1
43707,tohundrede og halvfjerds; treoghalvtreds,0
43708,nihundrede og niogfirs; ethundrede og enogtyve,0
43709,firehundrede og firs; syvhundrede og tredive,1
43710,trehundrede og fireogfyrre; ottehundrede og syvoghalvfjerds,1
43711,ottehundrede og otteoghalvfems; ottehundrede og otte,0
43712,trehundrede og seksten; trehundrede,0
43713,sytten; syvhundrede og femogtreds,1
43714,trehundrede og tre; toogfirs,0
43715,femhundrede og tre; trehundrede og fireoghalvtreds,0
43716,nihundrede og et; tohundrede og femogtreds,0
43717,trehundrede og enogtreds; trehundrede og treoghalvfems,1
43718,syvhundrede og otteogtyve; firehundrede og seksogfirs,0
43719,firehundrede og femogfirs; ottehundrede og otteogfyrre,1
43720,firehundrede og femogtredive; nihundrede og enogtyve,1
43721,nihundrede og fyrre; femten,0
43722,ethundrede og enoghalvfjerds; ottehundrede og et,1
43723,nihundrede og fireoghalvfems; nihundrede og niogtreds,0
43724,trehundrede og tre; sekshundrede og femogtredive,1
43725,nihundrede og syvoghalvfjerds; nihundrede og nioghalvfems,1
43726,ethundrede og seks; syvoghalvfjerds,0
43727,ottehundrede og toogtyve; trehundrede og otteoghalvfjerds,0
43728,ottehundrede og seksogfyrre; firehundrede og otteogtredive,0
43729,femhundrede og enoghalvfjerds; ottehundrede og otteogfirs,1
43730,femhundrede og otteogtreds; femhundrede og seksogtredive,0
43731,ottehundrede og seksoghalvtreds; sekshundrede og treoghalvfjerds,0
43732,syvhundrede og syvoghalvtreds; ethundrede og tyve,0
43733,sekshundrede og enogtyve; ethundrede og fire,0
43734,tohundrede og treogtreds; sekshundrede og seks,1
43735,ethundrede og niogfirs; sekshundrede og treogfyrre,1
43736,halvfems; sekshundrede og enogtredive,1
43737,ethundrede og niogtreds; trehundrede og enoghalvfems,1
43738,trehundrede og femogtreds; femhundrede og treogtredive,1
43739,ottehundrede og elleve; sekshundrede og otteogfyrre,0
43740,syvoghalvtreds; ethundrede og femoghalvfjerds,1
43741,firehundrede og enoghalvtreds; firehundrede og syv,0
43742,ottehundrede og otteogtyve; tohundrede og nioghalvtreds,0
43743,nihundrede og otteoghalvfjerds; femhundrede og enoghalvfems,0
43744,nihundrede og niogtredive; to,0
43745,femhundrede og enogtredive; trehundrede og otteogtreds,0
43746,trehundrede og fem; sekshundrede og otteoghalvfems,1
43747,ottehundrede og ti; femhundrede og syvoghalvtreds,0
43748,femhundrede og fireoghalvfems; syvhundrede og fyrre,1
43749,trehundrede og syvoghalvtreds; firehundrede og niogfirs,1
43750,trehundrede og tyve; ethundrede og femoghalvfems,0
43751,tyve; syvhundrede og tooghalvtreds,1
43752,ethundrede og femogtredive; femhundrede og treogfirs,1
43753,ottehundrede og firs; sekshundrede og tre,0
43754,sekshundrede og otteogfirs; femhundrede og et,0
43755,sekshundrede og seksoghalvfems; ottehundrede og seksogtreds,1
43756,ottehundrede og niogfyrre; nihundrede og niogfyrre,1
43757,femhundrede og enoghalvfjerds; femhundrede og seksogtredive,0
43758,syvhundrede og femogfyrre; sekshundrede og tooghalvfems,0
43759,firehundrede og fireoghalvtreds; ottehundrede og syv,1
43760,ottehundrede og femogfyrre; nihundrede og seksogtredive,1
43761,firehundrede og niogfyrre; ethundrede og otte,0
43762,nihundrede og enogtredive; tohundrede og enogtredive,0
43763,syvoghalvtreds; syvhundrede og fjorten,1
43764,tohundrede og femten; syvhundrede og to,1
43765,trehundrede og fire; femhundrede og halvfems,1
43766,ottehundrede og toogtreds; ethundrede og enogtredive,0
43767,ethundrede og otteogfyrre; syvhundrede og seksogfirs,1
43768,firehundrede og to; ethundrede og fyrre,0
43769,femhundrede og otteogtredive; tohundrede og syvoghalvfjerds,0
43770,trehundrede og nioghalvfems; trehundrede og toogtredive,0
43771,ottehundrede og tolv; nihundrede og syvoghalvfems,1
43772,nihundrede og fjorten; syvhundrede og tolv,0
43773,firehundrede og otteoghalvfjerds; ottehundrede og ni,1
43774,ottehundrede og otteoghalvfems; syvhundrede og seksten,0
43775,nihundrede og seksoghalvtreds; firehundrede og femogtyve,0
43776,syvhundrede og halvtreds; trehundrede og fireogfyrre,0
43777,ethundrede og toogtyve; syvoghalvfjerds,0
43778,ottehundrede og tooghalvfjerds; syvhundrede og niogfirs,0
43779,firehundrede og tredive; ethundrede og femogtredive,0
43780,femoghalvfjerds; ottehundrede og treogtredive,1
43781,sekshundrede og otteogfyrre; syv,0
43782,tohundrede og enoghalvfems; femhundrede og treoghalvtreds,1
43783,ethundrede og treogtyve; femhundrede og enoghalvtreds,1
43784,ottehundrede og tretten; sekshundrede og otte,0
43785,femhundrede og niogfirs; trehundrede,0
43786,nihundrede og tre; ottehundrede og seksoghalvfems,0
43787,treoghalvtreds; syvhundrede og toogfirs,1
43788,femhundrede og fem; nihundrede og toogtreds,1
43789,syvhundrede og elleve; tohundrede og atten,0
43790,syvhundrede og elleve; sekshundrede og fireoghalvfjerds,0
43791,nihundrede og niogtredive; femhundrede og otteogfyrre,0
43792,nihundrede og treogtyve; sekshundrede og seks,0
43793,nihundrede og otteoghalvfjerds; nihundrede og fire,0
43794,nihundrede og seksoghalvfjerds; trehundrede og enoghalvfems,0
43795,femhundrede og femten; trehundrede og toogtredive,0
43796,syvhundrede og fire; tohundrede og enogtreds,0
43797,tohundrede og femten; sekshundrede og fire,1
43798,femhundrede og seksogtyve; femhundrede og femogtyve,0
43799,syvhundrede og toogfirs; nihundrede og seksogtredive,1
43800,nihundrede og femogtredive; trehundrede og fireoghalvfjerds,0
43801,sekshundrede og femoghalvfjerds; firehundrede og femogtredive,0
43802,ethundrede og sytten; sekshundrede og otteogfyrre,1
43803,firehundrede og fjorten; tohundrede og atten,0
43804,treogtyve; atten,0
43805,femhundrede og otteogfyrre; firehundrede og treoghalvtreds,0
43806,trehundrede og tyve; ottehundrede og femogtreds,1
43807,ottehundrede og fire; ethundrede og femogfirs,0
43808,firehundrede og treoghalvfems; ottehundrede og enoghalvtreds,1
43809,firehundrede og to; syvhundrede og fireogfirs,1
43810,treogtyve; otteoghalvfems,1
43811,ethundrede og toogfirs; sekshundrede og enogfirs,1
43812,sekshundrede og tooghalvtreds; seksogtyve,0
43813,fire; trehundrede og fireogtredive,1
43814,ethundrede og enogtredive; sekshundrede og fem,1
43815,tohundrede og treogfirs; tohundrede og femoghalvtreds,0
43816,nihundrede og enogtyve; ottehundrede og treds,0
43817,ottehundrede og seksogfyrre; sekshundrede og seksogfyrre,0
43818,trehundrede og niogtredive; syvhundrede og otteogtyve,1
43819,ottehundrede og nioghalvfems; firehundrede og tredive,0
43820,ethundrede og tooghalvfems; firehundrede,1
43821,niogtreds; ottehundrede og seksogfirs,1
43822,firehundrede og nioghalvtreds; trehundrede og toogfyrre,0
43823,nihundrede og nitten; firehundrede og fireogtyve,0
43824,ottehundrede og elleve; firehundrede og enogfirs,0
43825,sekshundrede og enogtredive; tohundrede og tre,0
43826,nihundrede og syvogtyve; firehundrede og fireogtredive,0
43827,ottehundrede og otteogtreds; nihundrede og seksogtreds,1
43828,nihundrede og femoghalvfjerds; trehundrede og enogfyrre,0
43829,ethundrede og seksoghalvfems; femhundrede og otte,1
43830,ottehundrede og firs; trehundrede og syvoghalvfjerds,0
43831,ottehundrede og toogtyve; tohundrede og to,0
43832,ethundrede og enoghalvfjerds; syvhundrede og niogfirs,1
43833,ottehundrede og treds; ottehundrede og enoghalvtreds,0
43834,firs; enogtredive,0
43835,trehundrede og femoghalvfjerds; trehundrede og tolv,0
43836,nihundrede og nioghalvfems; toogtyve,0
43837,ethundrede og tooghalvfems; tohundrede og fireogtreds,1
43838,firehundrede og syv; sekshundrede og enoghalvfems,1
43839,tohundrede og enoghalvfjerds; syvhundrede og syvogfyrre,1
43840,ottehundrede og halvtreds; sekshundrede og seksogfyrre,0
43841,firehundrede og treogfirs; nihundrede og fireoghalvfjerds,1
43842,ethundrede og fireoghalvfems; sekshundrede og nioghalvtreds,1
43843,toogtredive; tohundrede og seksoghalvfjerds,1
43844,nihundrede og otteoghalvtreds; ottehundrede og tredive,0
43845,trehundrede og femogtyve; fyrre,0
43846,syvhundrede og treoghalvfjerds; trehundrede og enogtreds,0
43847,femhundrede og halvfems; treoghalvfjerds,0
43848,nihundrede og enogtredive; sekshundrede og enoghalvfjerds,0
43849,sekshundrede og femogtreds; sekshundrede og nioghalvfems,1
43850,syvhundrede og niogfirs; femhundrede og nioghalvfjerds,0
43851,tohundrede og treogfirs; elleve,0
43852,syvhundrede og femoghalvfjerds; firehundrede og tyve,0
43853,femogfirs; firehundrede og seksogtyve,1
43854,nihundrede og sytten; ethundrede og femogfyrre,0
43855,tohundrede og fireogtredive; sekshundrede og fireogtreds,1
43856,firehundrede og otteoghalvtreds; firehundrede og treogtyve,0
43857,ethundrede og toogtyve; ethundrede og nioghalvfems,1
43858,ethundrede og nioghalvtreds; sekshundrede og nioghalvtreds,1
43859,ethundrede og femoghalvtreds; treogtyve,0
43860,ethundrede og toogtyve; femhundrede og femten,1
43861,femhundrede og enogfyrre; femhundrede og syvogfyrre,1
43862,nihundrede og enoghalvfems; syvhundrede og tooghalvtreds,0
43863,tohundrede og niogtreds; ottehundrede og fireoghalvfems,1
43864,treogfirs; syv,0
43865,femhundrede og otteogfirs; sekshundrede og tooghalvfjerds,1
43866,trehundrede og fireoghalvfjerds; ottehundrede og femogfirs,1
43867,nihundrede og firs; sekshundrede og treds,0
43868,trehundrede og syv; firehundrede og seksogtredive,1
43869,ethundrede og enogfirs; nihundrede og treogtredive,1
43870,firehundrede og enoghalvfjerds; femhundrede og syvogtyve,1
43871,trehundrede og femoghalvfems; syvhundrede og femogfirs,1
43872,ottehundrede og ti; ethundrede og niogtyve,0
43873,syvhundrede og otteoghalvfjerds; syvhundrede og femogfirs,1
43874,ottehundrede og treogfirs; sekshundrede og syvogtreds,0
43875,nihundrede og fjorten; trehundrede og syvoghalvfjerds,0
43876,ethundrede og fireoghalvfjerds; tohundrede og toogtredive,1
43877,trehundrede og syvoghalvfems; femhundrede og seksogtreds,1
43878,firehundrede og seksten; femhundrede og femoghalvfems,1
43879,tohundrede og treoghalvfems; tohundrede og seks,0
43880,femhundrede og seksoghalvtreds; syvhundrede og syvoghalvtreds,1
43881,femhundrede og halvfems; firehundrede og seksogtreds,0
43882,tohundrede og to; syvhundrede og femten,1
43883,sekshundrede og fjorten; sekshundrede og tolv,0
43884,syvhundrede og treoghalvfems; trehundrede og femogfirs,0
43885,femhundrede og toogtyve; sekshundrede og femogfyrre,1
43886,trehundrede og toogfirs; nihundrede og nioghalvfjerds,1
43887,syvogtredive; syvhundrede og tooghalvfems,1
43888,tre; tohundrede og femogtredive,1
43889,ethundrede og niogtredive; nihundrede og atten,1
43890,nihundrede og otteoghalvfems; femhundrede og fireoghalvfjerds,0
43891,ethundrede og tooghalvtreds; tohundrede og fireogfyrre,1
43892,trehundrede og nioghalvfems; syvoghalvfems,0
43893,femhundrede og tretten; trehundrede og otteogfirs,0
43894,nihundrede og syv; ottehundrede og et,0
43895,sekshundrede og enoghalvtreds; firehundrede og nitten,0
43896,firehundrede og otteoghalvfjerds; firehundrede og seksogtyve,0
43897,trehundrede og otteogtredive; otte,0
43898,trehundrede og fireogtyve; syvhundrede og femten,1
43899,tohundrede og femogtredive; ethundrede og seksogtyve,0
43900,tohundrede og treogtredive; sekshundrede og tyve,1
43901,tohundrede og otteoghalvfems; ottehundrede og femoghalvfjerds,1
43902,trehundrede og fire; firehundrede og fireoghalvfjerds,1
43903,femhundrede og enoghalvtreds; sekshundrede og otteogfirs,1
43904,ottehundrede og fireoghalvtreds; tohundrede og treoghalvtreds,0
43905,sekshundrede og fireogtreds; ottehundrede og enoghalvfems,1
43906,trehundrede og nitten; ethundrede og treoghalvtreds,0
43907,trehundrede og enogtredive; treogtredive,0
43908,tohundrede og tretten; firehundrede og syvoghalvfjerds,1
43909,syvhundrede og fyrre; firehundrede og tredive,0
43910,ottehundrede og femoghalvfems; ottehundrede og tre,0
43911,ethundrede og treogfirs; syvhundrede og enogfyrre,1
43912,trehundrede og treogtyve; firehundrede og seksoghalvfems,1
43913,firehundrede og niogtredive; sekshundrede og treoghalvtreds,1
43914,ottehundrede og et; enogtyve,0
43915,syvhundrede og fireogfirs; trehundrede og tolv,0
43916,trehundrede og enoghalvfems; ethundrede og syvogtreds,0
43917,syvhundrede og fireogfyrre; tohundrede og halvfjerds,0
43918,nihundrede og fem; syvhundrede og seks,0
43919,trehundrede og enoghalvtreds; trehundrede og syvogfirs,1
43920,trehundrede og femogfyrre; otteogfyrre,0
43921,sekshundrede og treogtyve; ethundrede og seksogtyve,0
43922,sekshundrede og treoghalvfems; nihundrede og otteogtredive,1
43923,sekshundrede og otteogtyve; seksogfirs,0
43924,nihundrede og niogfirs; fyrre,0
43925,syvhundrede og enogfirs; firehundrede og halvtreds,0
43926,sekshundrede og fireogtredive; syvhundrede og syvoghalvfems,1
43927,nihundrede og seksoghalvfjerds; nihundrede og nioghalvfems,1
43928,syvhundrede og halvtreds; femhundrede og niogfyrre,0
43929,firehundrede og sytten; femhundrede og nitten,1
43930,ethundrede og syvogtreds; trehundrede og toogfyrre,1
43931,halvfems; femhundrede og femogtyve,1
43932,femhundrede og toogfyrre; tohundrede og fjorten,0
43933,nihundrede og sytten; trehundrede og otteogfyrre,0
43934,tohundrede og femogtredive; syvhundrede og fire,1
43935,femhundrede og toogfirs; femhundrede og seksogfirs,1
43936,ottehundrede og otteogtyve; nihundrede og treogfyrre,1
43937,tohundrede og niogtredive; nihundrede og fireogfyrre,1
43938,firehundrede og ti; sekshundrede og toogfirs,1
43939,fyrre; nihundrede og seks,1
43940,firehundrede og femoghalvfjerds; femhundrede og nioghalvtreds,1
43941,ottehundrede og tre; nihundrede og ti,1
43942,syvhundrede og fire; syvhundrede og syvoghalvfjerds,1
43943,sekshundrede og treogtyve; sekshundrede og femten,0
43944,sekshundrede og syvoghalvfjerds; halvtreds,0
43945,tohundrede og seksoghalvfems; tohundrede og nioghalvfjerds,0
43946,enogtreds; toogtreds,1
43947,ethundrede; trehundrede og enogfyrre,1
43948,trehundrede og ni; firehundrede og seksten,1
43949,syvhundrede og treogfyrre; syvhundrede og otteogtreds,1
43950,femhundrede og femogfyrre; treogfyrre,0
43951,trehundrede og fjorten; ottehundrede og syvogtredive,1
43952,syvhundrede og syvogtreds; ethundrede og fjorten,0
43953,sekshundrede og tyve; ottehundrede og femoghalvfems,1
43954,firehundrede og seksten; ethundrede og enogfirs,0
43955,firehundrede og enoghalvfjerds; firehundrede og treogtyve,0
43956,femhundrede og enoghalvfems; syvhundrede og tooghalvtreds,1
43957,ottehundrede og seksogfirs; nihundrede og niogtredive,1
43958,syvhundrede og syvogtredive; sekshundrede og fireogtredive,0
43959,nihundrede og halvfems; firehundrede og syvogfirs,0
43960,ottehundrede og elleve; tredive,0
43961,trehundrede; seksogfirs,0
43962,femhundrede og otteoghalvfjerds; firehundrede og fireoghalvfems,0
43963,syvhundrede og tooghalvfems; otteogtredive,0
43964,sekshundrede og otteogtreds; ethundrede og tretten,0
43965,sekshundrede og seksten; syvhundrede og treoghalvfems,1
43966,nihundrede og nioghalvfems; trehundrede og seksoghalvfems,0
43967,ethundrede og syvogtreds; seksogtreds,0
43968,fyrre; nihundrede og syvoghalvtreds,1
43969,trehundrede og fireogfirs; ethundrede og seksogtyve,0
43970,ottehundrede; nihundrede og fire,1
43971,syvogtreds; tohundrede og treogtredive,1
43972,tohundrede og otteoghalvfems; firehundrede og femoghalvfems,1
43973,firehundrede og treogfirs; firehundrede og treds,0
43974,trehundrede og femogfyrre; trehundrede og ti,0
43975,syvhundrede og enoghalvtreds; firehundrede og seksoghalvfjerds,0
43976,tohundrede og seksoghalvfems; syvhundrede og otteoghalvtreds,1
43977,ethundrede og femogtyve; ottehundrede og tooghalvfems,1
43978,sekshundrede og otteoghalvfems; tohundrede og otte,0
43979,trehundrede og seksogfyrre; ethundrede og niogtredive,0
43980,ottehundrede og treoghalvtreds; femhundrede og enogfirs,0
43981,ethundrede og enoghalvfems; tohundrede og treogtreds,1
43982,toogfirs; nihundrede og syvoghalvfjerds,1
43983,trehundrede og femten; trehundrede og seksogtreds,1
43984,firehundrede og treds; nihundrede og fireoghalvfems,1
43985,firehundrede og tolv; tohundrede og seksogtredive,0
43986,firehundrede og atten; ethundrede og enoghalvfjerds,0
43987,tohundrede og seksten; ethundrede og fyrre,0
43988,tohundrede og nitten; ethundrede og fireoghalvfems,0
43989,fireoghalvfjerds; femhundrede og tretten,1
43990,firehundrede og otteogtyve; ottehundrede og femoghalvfjerds,1
43991,femhundrede og femogfyrre; ethundrede og syvogtredive,0
43992,femhundrede og et; tohundrede og syvoghalvfems,0
43993,ottehundrede og fireoghalvfjerds; ethundrede og femoghalvfems,0
43994,nihundrede og otte; syvhundrede og toogtredive,0
43995,femhundrede og seksogtyve; firehundrede og atten,0
43996,tohundrede og fireogtyve; nihundrede og otteogtredive,1
43997,syvhundrede og nioghalvtreds; ethundrede og seks,0
43998,nihundrede og niogtreds; ethundrede og fem,0
43999,firehundrede og syvogfirs; ottehundrede og otteogtyve,1
44000,ottehundrede og toogfirs; tohundrede og femogtredive,0
44001,ottehundrede og syvoghalvfems; syvhundrede og treogtreds,0
44002,firehundrede og seksoghalvtreds; femhundrede,1
44003,syvhundrede og femten; ottehundrede og enoghalvtreds,1
44004,tohundrede og niogtreds; tohundrede og treds,0
44005,seksogfyrre; sekshundrede og syvoghalvfjerds,1
44006,sekshundrede og seksoghalvfjerds; syvogfirs,0
44007,firehundrede og fireoghalvtreds; toogtreds,0
44008,ottehundrede og niogtredive; ethundrede og syvogtredive,0
44009,ethundrede og enoghalvtreds; nihundrede og seksogfyrre,1
44010,sekshundrede og syvogfyrre; femhundrede og niogtreds,0
44011,sekshundrede og syvoghalvtreds; ethundrede og atten,0
44012,firehundrede og niogfirs; syvhundrede og femoghalvfems,1
44013,nihundrede og niogtyve; ethundrede og nitten,0
44014,ethundrede og seksogtreds; nihundrede og treogfirs,1
44015,ethundrede og nioghalvfems; firehundrede og nitten,1
44016,ethundrede og syv; sekshundrede og seksogfyrre,1
44017,syvhundrede og enogfirs; tohundrede og enogfyrre,0
44018,sekshundrede og seksogfirs; femhundrede og fireogtreds,0
44019,femhundrede og toogfyrre; seksoghalvfems,0
44020,sekshundrede og nioghalvfems; trehundrede og nioghalvfems,0
44021,ottehundrede og treoghalvfjerds; ethundrede og femoghalvtreds,0
44022,ottehundrede og femogfyrre; ottehundrede og seksten,0
44023,tohundrede og enoghalvtreds; tohundrede og enogfyrre,0
44024,otteogtyve; trehundrede og elleve,1
44025,syvoghalvfems; syvhundrede og fireoghalvfems,1
44026,ethundrede og otteoghalvtreds; nihundrede og nioghalvtreds,1
44027,ethundrede og seksoghalvfjerds; trehundrede og syvogtreds,1
44028,seksten; sekshundrede og femogfyrre,1
44029,trehundrede og enoghalvfjerds; ottehundrede og syvogfyrre,1
44030,firehundrede og toogfirs; nihundrede og enogtredive,1
44031,seksogtyve; nihundrede og niogfyrre,1
44032,ottehundrede og niogtyve; femhundrede og sytten,0
44033,femhundrede og syvoghalvfjerds; trehundrede og syvoghalvtreds,0
44034,ethundrede og treogtreds; trehundrede og to,1
44035,sekshundrede og niogfirs; ottehundrede og femoghalvfjerds,1
44036,tohundrede og sytten; tohundrede og otteogtyve,1
44037,ottehundrede og fireogfyrre; ottehundrede og syvogfirs,1
44038,halvfjerds; trehundrede og fireogtreds,1
44039,ottehundrede og femogfyrre; trehundrede og syvoghalvfjerds,0
44040,syvhundrede og syvoghalvtreds; femhundrede og tooghalvfems,0
44041,syvogtreds; syvhundrede og otteoghalvfjerds,1
44042,syvhundrede og seksogtredive; tohundrede og niogtredive,0
44043,syvhundrede og treds; syvhundrede og tooghalvfjerds,1
44044,trehundrede og sytten; trehundrede og seksogtyve,1
44045,firehundrede og toogtreds; tohundrede og femoghalvtreds,0
44046,nihundrede og fireoghalvfjerds; sekshundrede og syv,0
44047,nihundrede og niogtyve; syvhundrede og femogtyve,0
44048,firehundrede og tre; syvhundrede og fireogtreds,1
44049,sekshundrede og treogfirs; nihundrede og nitten,1
44050,femhundrede og femogtyve; ethundrede og fireogtredive,0
44051,nihundrede og tre; ethundrede og enoghalvfems,0
44052,sekshundrede; ethundrede og fireogtyve,0
44053,firehundrede og tooghalvfjerds; seksoghalvfjerds,0
44054,syvhundrede og femogfyrre; ottehundrede og nitten,1
44055,tohundrede og toogfirs; ottehundrede og treoghalvfems,1
44056,sekshundrede og fyrre; ethundrede og treogtyve,0
44057,firehundrede og treogtredive; syvhundrede og toogtyve,1
44058,ottehundrede og seksogtreds; tohundrede og tooghalvtreds,0
44059,trehundrede og fireoghalvfjerds; nitten,0
44060,ottehundrede og syvogtyve; firehundrede og tolv,0
44061,tohundrede og fireogtreds; fire,0
44062,nihundrede og fireoghalvfjerds; syvhundrede og seksoghalvfjerds,0
44063,sekshundrede og seksogfyrre; femoghalvfems,0
44064,femhundrede og otteogtredive; ottehundrede og ni,1
44065,femhundrede og toogtreds; treogfyrre,0
44066,tohundrede og seksogtreds; syvhundrede og tre,1
44067,nioghalvfjerds; ottehundrede og seksogtreds,1
44068,syv; ottehundrede og otteoghalvfjerds,1
44069,ettusind; ottehundrede og nioghalvtreds,0
44070,syvhundrede og to; firehundrede og seksoghalvtreds,0
44071,nihundrede og seksogtreds; firehundrede og seksogfirs,0
44072,seksogtredive; nioghalvtreds,1
44073,ottehundrede og otteogtreds; femogfyrre,0
44074,firehundrede og femogfyrre; nihundrede og fyrre,1
44075,syvhundrede og syvogtredive; sekshundrede og fem,0
44076,syvhundrede og fireogtredive; ottehundrede og halvfjerds,1
44077,nihundrede og sytten; tohundrede og otteogtredive,0
44078,syvhundrede og enogtyve; firehundrede og fireogtyve,0
44079,nihundrede og enogtreds; sekshundrede og toogtreds,0
44080,ottehundrede og femoghalvfjerds; ethundrede og femoghalvfems,0
44081,sekshundrede og treoghalvfems; trehundrede og seks,0
44082,syvhundrede og enogfirs; nihundrede og fireogtredive,1
44083,ethundrede og treogtyve; sekshundrede og fireogtreds,1
44084,ottehundrede og et; femhundrede og fjorten,0
44085,fem; seksoghalvfems,1
44086,ottehundrede og seksten; femhundrede og femogfirs,0
44087,tohundrede og nioghalvfjerds; firehundrede og enoghalvfjerds,1
44088,ethundrede og elleve; syvogfirs,0
44089,femhundrede og femten; tohundrede og niogfyrre,0
44090,syvhundrede og tooghalvfems; ottehundrede og enogtyve,1
44091,femhundrede og fire; syvhundrede og toogtyve,1
44092,syvogtyve; sekshundrede og otteogtreds,1
44093,ethundrede og toogtreds; femogtyve,0
44094,ethundrede og enogtredive; tohundrede og tooghalvfems,1
44095,femhundrede og femoghalvfjerds; sekshundrede og otteoghalvfjerds,1
44096,ethundrede og syvogfyrre; nihundrede og toogtreds,1
44097,tohundrede og syvogtredive; femhundrede og femogfyrre,1
44098,ethundrede og fem; syvhundrede og tre,1
44099,syvhundrede og niogfirs; trehundrede og syvogtyve,0
44100,nihundrede og nioghalvfjerds; ethundrede og fyrre,0
44101,nihundrede og treoghalvfems; femhundrede og treogtreds,0
44102,ottehundrede og tooghalvtreds; ottehundrede og fjorten,0
44103,ethundrede og treoghalvfjerds; trehundrede og niogtyve,1
44104,ethundrede og enoghalvtreds; firehundrede og treoghalvfjerds,1
44105,sekshundrede og et; syvhundrede og fireogtyve,1
44106,sekshundrede og treds; tohundrede og treogtredive,0
44107,firehundrede og seksten; tohundrede og ti,0
44108,nihundrede og otteogfirs; tohundrede og syvogfyrre,0
44109,enoghalvtreds; nihundrede og niogtreds,1
44110,syvhundrede og toogtyve; tohundrede og sytten,0
44111,femhundrede og otteogfirs; syvhundrede og toogfirs,1
44112,tohundrede og niogfyrre; syvhundrede og treogtreds,1
44113,firehundrede og enoghalvfems; femhundrede og otteogtyve,1
44114,syvhundrede og enogtyve; firehundrede og fireogfirs,0
44115,ethundrede og fjorten; trehundrede og treoghalvtreds,1
44116,trehundrede og syv; femhundrede og treoghalvfems,1
44117,nihundrede og seksogtreds; ethundrede og enogtredive,0
44118,ottehundrede og syvoghalvfjerds; trehundrede og fire,0
44119,tohundrede og femogfirs; femhundrede og syv,1
44120,femhundrede og fireoghalvfjerds; tohundrede og firs,0
44121,femhundrede og treoghalvfems; syvhundrede og femogfirs,1
44122,femhundrede og otte; sekshundrede og treogtreds,1
44123,tohundrede og nitten; seksogfirs,0
44124,ottehundrede og enoghalvfjerds; sekshundrede og seksogtreds,0
44125,firehundrede og fireoghalvfjerds; trehundrede og femoghalvtreds,0
44126,firehundrede og fireoghalvfjerds; tohundrede og treogtreds,0
44127,ottehundrede og fyrre; tohundrede og to,0
44128,firehundrede og treoghalvfjerds; tohundrede og atten,0
44129,tohundrede og tooghalvtreds; trehundrede og seksoghalvtreds,1
44130,sekshundrede og treoghalvfems; ottehundrede og syvogtyve,1
44131,ottehundrede og seksoghalvtreds; ottehundrede og to,0
44132,firehundrede og fyrre; ethundrede og otteoghalvfjerds,0
44133,tohundrede og treoghalvfjerds; sekshundrede og otte,1
44134,sekshundrede og halvfems; tohundrede og atten,0
44135,firehundrede og tre; tohundrede og seksoghalvfjerds,0
44136,ottehundrede og seksoghalvfjerds; firehundrede og halvtreds,0
44137,firehundrede og toogfyrre; ethundrede og toogtyve,0
44138,otteogtredive; femhundrede og halvfems,1
44139,nihundrede og syv; trehundrede og femoghalvfjerds,0
44140,trehundrede og seks; firehundrede og tolv,1
44141,ottehundrede og seksten; syvhundrede og femogtredive,0
44142,syvhundrede og otteoghalvfjerds; femhundrede og otteogtredive,0
