,nums,labels
0,百六十九; 四百五十九,1
41240,七百七十三; 六百六十六,0
41241,五百五十四; 六百七,1
41242,三百八十九; 五百六十一,1
41243,八百八十四; 三百七十九,0
41244,八百十四; 百五十四,0
41245,百二十六; 七百七,1
41246,四百六十七; 六十四,0
41247,八百五十; 四百八十四,0
41248,百十六; 三百六十四,1
41249,四百三; 二百四十八,0
41250,七百十三; 二十五,0
41251,七百四十; 三百六十五,0
41252,百九; 三百三十七,1
41253,十九; 六百十三,1
41254,百二十二; 七百七十,1
41255,七百九十五; 三百六,0
41256,九百八十七; 百六十二,0
41257,六百八十七; 七百九十五,1
41258,二百七; 五百九,1
41259,八百八十三; 三百八十一,0
41260,三百五十四; 百八十八,0
41261,四百八十六; 四百四十七,0
41262,二百六; 四百三十六,1
41263,七十七; 七百五十,1
41264,四百; 七百十一,1
41265,四百五十五; 百九,0
41266,八百四十三; 二百九十八,0
41267,八百四十七; 五百九十四,0
41268,八百十九; 三百八十七,0
41269,六百三; 二百三十二,0
41270,五百三十一; 五十六,0
41271,三百四十二; 八百二十三,1
41272,三百三十; 七十三,0
41273,二百五十七; 三百四十八,1
41274,八百七十四; 五百七十,0
41275,八百三十八; 二百十二,0
41276,四百二十一; 六百十,1
41277,五百二十七; 百八十八,0
41278,八百三十一; 二百九十九,0
41279,六百七十六; 九百九十四,1
41280,九百七; 九百十二,1
41281,八百九十二; 百七十八,0
41282,八百十一; 七十三,0
41283,百七十; 四百九十一,1
41284,八百九十七; 九百三十七,1
41285,二百五十四; 三百九十六,1
41286,五百十五; 二百八十一,0
41287,八百六; 二百四十一,0
41288,五百九十六; 百二十九,0
41289,七百四十一; 五十八,0
41290,九百六; 六百七,0
41291,三百五十二; 五百七十五,1
41292,四百三; 五百十六,1
41293,九百九十九; 百四十九,0
41294,三百八十六; 七百三十二,1
41295,六百八十六; 五百十九,0
41296,二百十六; 七百三十八,1
41297,二百六十三; 七百五十九,1
41298,五百四十三; 二百五十八,0
41299,九百四十一; 六百四十二,0
41300,八百九十二; 七百七十九,0
41301,九百七十五; 百五十九,0
41302,六十一; 五百三十二,1
41303,百二十七; 九百六十五,1
41304,六百二十二; 六百二十五,1
41305,六十七; 九百八十七,1
41306,三十; 二百十四,1
41307,三百三; 五百二十六,1
41308,六十三; 六十八,1
41309,五百四十二; 九百三十九,1
41310,百五十二; 四十七,0
41311,七百四十一; 四百五十八,0
41312,二百一; 四百八十五,1
41313,三百四十四; 八十,0
41314,三百二十七; 八百八十七,1
41315,五百六十四; 六十一,0
41316,六百二; 百五十,0
41317,八十九; 百五十八,1
41318,四百十二; 二百八十七,0
41319,七十九; 六百七十二,1
41320,七百六十四; 三百五十五,0
41321,七百八十三; 四百,0
41322,五百六十七; 八百十六,1
41323,八百二十二; 八百六十六,1
41324,六百八十一; 百六十三,0
41325,九百四十三; 七百七十,0
41326,八百九十六; 九百六十四,1
41327,九百六十一; 四百三十二,0
41328,七百八十七; 四百六十,0
41329,五百二十; 二百三十七,0
41330,九百四十五; 二百四十八,0
41331,七百九十一; 五百六十八,0
41332,五十八; 二百九十九,1
41333,四百四十二; 二百四十,0
41334,二百十三; 九百六十八,1
41335,十六; 四百三十七,1
41336,二百八十四; 五百七十,1
41337,二百三十一; 七百四十七,1
41338,六百七十六; 百六十四,0
41339,九百十; 五百六十九,0
41340,九百九十; 九百六十三,0
41341,八百七十四; 九百二十七,1
41342,六百八十八; 九百二十三,1
41343,九百五十八; 六百五十九,0
41344,六百四十九; 九百十九,1
41345,五百四十二; 九百四十四,1
41346,三十九; 百二十四,1
41347,八十九; 五百六,1
41348,七十三; 五百七十九,1
41349,四十七; 八百八十一,1
41350,六百十六; 二百八十八,0
41351,八百二十六; 八百五十四,1
41352,六百六十一; 五十七,0
41353,二百二十九; 九百六十九,1
41354,五百四十九; 六百九十六,1
41355,九百三十七; 六百四十一,0
41356,四百三十二; 四百七,0
41357,二百八十三; 四百三,1
41358,四百十三; 九百四十七,1
41359,三百七; 八百八十一,1
41360,九百六十六; 四百十二,0
41361,九百七十八; 八百四十九,0
41362,六百四十三; 百二十三,0
41363,二百七十一; 七百十五,1
41364,五百十; 五百三,0
41365,三百五十一; 四百六十七,1
41366,二百; 七百三十四,1
41367,四百三十九; 七百十,1
41368,五百八十一; 九十,0
41369,五十八; 二百七十,1
41370,七百七十六; 九百七十九,1
41371,四十; 九百三十三,1
41372,九十五; 七百四十五,1
41373,九百二十六; 四百九十五,0
41374,六百二十; 百二十四,0
41375,八百四十一; 九百二十五,1
41376,十二; 二百九十二,1
41377,七百三十二; 四百二十一,0
41378,六百九十四; 五百八十六,0
41379,九百六; 五百六十三,0
41380,八百十二; 八百十,0
41381,三百三十七; 四百七十五,1
41382,七百八十二; 七百三十九,0
41383,四百四十六; 二百三十六,0
41384,四百五十五; 三百十三,0
41385,九百二十三; 二百六十九,0
41386,六百四十三; 九百九十七,1
41387,七十四; 四百七十七,1
41388,四百八十; 二百五十五,0
41389,三百; 五十八,0
41390,六百十七; 十七,0
41391,三百四十八; 八百二十三,1
41392,八百七十七; 二百七十一,0
41393,百四十四; 四百五十四,1
41394,五百十六; 百二十六,0
41395,八百七十七; 九百十五,1
41396,五百十八; 七百八十二,1
41397,九百九十; 四百六十六,0
41398,百十九; 四百五,1
41399,二十; 七百五十九,1
41400,八百九十六; 九百十四,1
41401,八百六十四; 百四,0
41402,四十九; 三百五十四,1
41403,三百四十四; 八百九十,1
41404,八十八; 三百八十,1
41405,七十九; 三百六十三,1
41406,八百六十三; 六百八十九,0
41407,六百四十四; 百九十三,0
41408,二百十九; 六百五十一,1
41409,九百九十七; 四百四十,0
41410,五百十五; 九百三十六,1
41411,九百三十七; 九十九,0
41412,七百六十八; 九百六十二,1
41413,六百五十九; 百七,0
41414,三百二十四; 六百四十四,1
41415,八百四十四; 三十四,0
41416,七百六十一; 四百六十五,0
41417,六百九十八; 七百十四,1
41418,六百九; 七百十六,1
41419,九百四十一; 八十八,0
41420,四百六十九; 四百八十八,1
41421,五百四十二; 九百十九,1
41422,四百四十二; 七百七十二,1
41423,四百六十五; 百九十七,0
41424,五百七十四; 六百五十三,1
41425,九百八十五; 七百五十八,0
41426,百六十七; 五百二十四,1
41427,三百二十; 九百四十,1
41428,九百三十八; 五百六十五,0
41429,二十三; 三百二十六,1
41430,二百七十四; 六百九十一,1
41431,四百五十一; 九百二十六,1
41432,百六十三; 六百四十一,1
41433,五百三; 四百八,0
41434,二百九十二; 七百二十五,1
41435,百六十三; 二百四十七,1
41436,四百六十六; 四百六十四,0
41437,八百七十九; 四百三十六,0
41438,四百二十六; 二十六,0
41439,二百三十六; 八百六十九,1
41440,四百二十九; 八百八十七,1
41441,九百八十六; 百六十九,0
41442,二百十一; 四百六十四,1
41443,九百六十五; 五百十五,0
41444,二百八十九; 五百二十三,1
41445,十六; 八百六十,1
41446,七百五十四; 二百七十七,0
41447,四十六; 百二十七,1
41448,七百十六; 八百五十八,1
41449,百六十一; 四百四十四,1
41450,二百四十六; 四百四十二,1
41451,八百五十一; 九百二十五,1
41452,五百九十一; 七百十四,1
41453,五百七十一; 二百六十七,0
41454,二百五十二; 七百九十八,1
41455,六百八十六; 四百八十六,0
41456,八百六十七; 六百九,0
41457,百三十八; 八百七十五,1
41458,三百七十一; 六百三,1
41459,五百八十八; 百二十七,0
41460,五百七十; 三百四十八,0
41461,八百十二; 九百六十八,1
41462,九百二十二; 五百七十三,0
41463,六十六; 八百六十五,1
41464,百四; 九百八十二,1
41465,百四十六; 七百三十六,1
41466,三百八十九; 二百四十一,0
41467,八百四十九; 八百八十,1
41468,八百十六; 百三十七,0
41469,九百十四; 六十九,0
41470,二百八十四; 七十一,0
41471,三十四; 二百二十一,1
41472,九百七十一; 八百六十三,0
41473,三百九; 八百七十六,1
41474,七百三十六; 七百四十七,1
41475,四百十二; 九百三十二,1
41476,七百五十四; 七百八,0
41477,六百六; 三百八十二,0
41478,七十; 八百,1
41479,五百三十一; 三百四十五,0
41480,四百七十四; 二百六十,0
41481,五百六十二; 二百十二,0
41482,四十八; 八百十六,1
41483,百七十二; 三百八十,1
41484,八百五十九; 五百五十四,0
41485,六百七十九; 七十五,0
41486,二百六十二; 百三十九,0
41487,三百三十七; 七百二,1
41488,六百六十二; 四十六,0
41489,九百五十二; 八百五十四,0
41490,八百九十五; 七百五十五,0
41491,五百五十五; 百九,0
41492,九百五十二; 九百九十八,1
41493,二百九十六; 四百四十四,1
41494,八百十六; 九十四,0
41495,四百十七; 三百九十九,0
41496,五百四十一; 六百九十二,1
41497,二百二十一; 四百三十四,1
41498,八百二十一; 九百七十一,1
41499,七百五十七; 六十六,0
41500,九百五十五; 六百九,0
41501,三百五十一; 百八十七,0
41502,二百四十五; 四百五十七,1
41503,九十三; 二百三十一,1
41504,六百五十八; 五百六十七,0
41505,三百九十八; 九百四,1
41506,六十五; 六百十三,1
41507,四百五十八; 三百一,0
41508,九百六十五; 二百三,0
41509,百二十一; 七百四,1
41510,七百三十六; 九百六十,1
41511,四百九; 二百六,0
41512,三百五十六; 九百三十九,1
41513,三百三十九; 四,0
41514,七百八十; 二百十六,0
41515,三百四十八; 五百七十七,1
41516,三百八十二; 四百七,1
41517,百三十九; 百五十五,1
41518,五百九十一; 百四十九,0
41519,四百十六; 九百三十七,1
41520,四百三十三; 三百八十二,0
41521,二百九十五; 五百五十二,1
41522,六百十; 七百九十四,1
41523,五百五十; 三百,0
41524,二十; 九百六十,1
41525,五百三; 三,0
41526,八百八十九; 五百九十九,0
41527,百八; 四百十九,1
41528,九百二; 二百八十四,0
41529,二百三十九; 九百八十,1
41530,八百七十二; 三十九,0
41531,八百三十五; 四百九十五,0
41532,九百五十四; 六百五十九,0
41533,七百二; 五十,0
41534,四百五; 四百一,0
41535,三百四十三; 五百二十九,1
41536,六百二十四; 三百七,0
41537,七百七十九; 五百五十,0
41538,六百六; 四百八十,0
41539,三百二十五; 三十六,0
41540,八百六十五; 八百六十,0
41541,八百六十三; 八百七十一,1
41542,七百四十一; 七百十一,0
41543,七百十六; 九,0
41544,二百三十; 二百七十九,1
41545,三百; 七百五十四,1
41546,四百十八; 三百六十八,0
41547,五百九十七; 百九十一,0
41548,七百三十八; 八百四十八,1
41549,八百八十四; 二百六十三,0
41550,九百七十九; 五百四十五,0
41551,二百八; 五百二十三,1
41552,八百六十八; 八百一,0
41553,二百十四; 七百十五,1
41554,四十九; 九十,1
41555,二百; 七百六十七,1
41556,四百二十五; 三百六十四,0
41557,八百六十八; 九百五十七,1
41558,六百五十六; 二百五十三,0
41559,四百十五; 八百,1
41560,五百三十六; 三百六十六,0
41561,六百三十九; 九百七十一,1
41562,七百三十七; 九百六十七,1
41563,六百二十; 六百五十一,1
41564,四百六十六; 七百四,1
41565,十七; 五百九十二,1
41566,百九; 五百八十八,1
41567,八十; 百八十五,1
41568,三百二十三; 五十八,0
41569,百九十八; 五十一,0
41570,七百三十; 二百六十九,0
41571,百二十八; 二百三十七,1
41572,百六十九; 五百九十五,1
41573,八百七十二; 四百十二,0
41574,五百八十六; 三百七十三,0
41575,七十八; 二百六十三,1
41576,七百六十三; 五百五十二,0
41577,五百三十; 二百四十一,0
41578,五百七; 五十二,0
41579,九百七十一; 九百四十六,0
41580,二十四; 六百二十三,1
41581,八百八十四; 七百四十四,0
41582,三百八十四; 九百二十,1
41583,三百八十一; 五百三十九,1
41584,四十四; 七百五十八,1
41585,三百七十七; 四百六十四,1
41586,六百九十六; 二百五十,0
41587,四百六十八; 四百二十九,0
41588,九百三十一; 四百二十二,0
41589,六百九十; 二百五十七,0
41590,二百五十一; 七百八十三,1
41591,六百五十一; 五百五十四,0
41592,五十三; 二百六十七,1
41593,五百九十; 八百四,1
41594,百五十一; 三百二十二,1
41595,二百四; 七百三十二,1
41596,三; 九百五十八,1
41597,四十三; 百十一,1
41598,四百二; 八百八,1
41599,二百七十七; 二百五十,0
41600,九百十五; 四百八十三,0
41601,四百二十六; 六百十七,1
41602,四百二十五; 三百二,0
41603,五百十七; 九百八十二,1
41604,九百三十三; 五百八十四,0
41605,五百七十二; 百一,0
41606,八百三十五; 三百九十,0
41607,七百九十一; 五百九十六,0
41608,八百十三; 四百三十一,0
41609,百四十六; 三百九十五,1
41610,九百二十三; 六百六十二,0
41611,九十四; 四百七十九,1
41612,三百八十二; 九百三十五,1
41613,百四十六; 百九十二,1
41614,二百三十一; 三百二十七,1
41615,六百十九; 五百二十六,0
41616,四百三十二; 三十九,0
41617,八百四十三; 六百六十二,0
41618,五百五十五; 三百四十六,0
41619,八百八十二; 六百十三,0
41620,三百六十三; 四百七十一,1
41621,四百八十一; 四百十,0
41622,七百八十九; 七百三,0
41623,三百六十二; 九百六十六,1
41624,九百六十; 二百六十一,0
41625,八百二十二; 七百七十八,0
41626,九百四十四; 七百六十二,0
41627,百二十七; 三百七十一,1
41628,七十三; 九百三十二,1
41629,六百二; 八百三十七,1
41630,四十一; 八百三十七,1
41631,二百六十五; 八百九,1
41632,三百六十四; 八百三十一,1
41633,八百四; 四百二十八,0
41634,七百二十六; 四百九十三,0
41635,八百五十五; 八百六十,1
41636,百八十六; 六百九十七,1
41637,八百五十八; 三百二,0
41638,五十九; 百九十七,1
41639,八百四十一; 三百二十九,0
41640,五百五十五; 八百十八,1
41641,七百十一; 八百九十,1
41642,九百五十二; 四百四十八,0
41643,五百四十九; 五百四十一,0
41644,七百四十; 七百六十五,1
41645,八百三十五; 五百九十八,0
41646,八百五十四; 八百七十七,1
41647,八百九十一; 八百五十一,0
41648,八百六十四; 九百八十一,1
41649,五百五十一; 三百九十四,0
41650,八; 二十六,1
41651,三百七; 二百八十一,0
41652,五百三十五; 二百十六,0
41653,九百二十五; 六百五十,0
41654,四百二十二; 百五十八,0
41655,六百七十六; 八百七十,1
41656,二百五十一; 九百四,1
41657,三百十四; 五百七十七,1
41658,百九十八; 五十七,0
41659,七百二十七; 八百八十,1
41660,七百三十; 三百三十七,0
41661,七百九; 四百四十一,0
41662,二百九十八; 百三,0
41663,四十九; 二百七十五,1
41664,四; 八百四十八,1
41665,二百六; 九百五十八,1
41666,四百三十一; 八百四十七,1
41667,四百四十一; 五百七十七,1
41668,二百十八; 二百一,0
41669,百四十五; 六百八十五,1
41670,百五十八; 八百四十,1
41671,六百七十三; 九百五十一,1
41672,三百九十四; 六百八十一,1
41673,三百九十九; 六百六十四,1
41674,五十七; 四百四十一,1
41675,二百七; 九百四十九,1
41676,二十五; 七百七十二,1
41677,八十一; 七百四十九,1
41678,五百七; 二百六十八,0
41679,四百三十五; 八百四十五,1
41680,三百八十三; 三,0
41681,五百十九; 二百十七,0
41682,十五; 十六,1
41683,百六十五; 八百九十三,1
41684,六百六十六; 八百三十九,1
41685,八百七十三; 六十五,0
41686,百九十五; 八百八十一,1
41687,九十三; 六百三十三,1
41688,四百二十九; 六百二十三,1
41689,百三十八; 六百四,1
41690,二百四十一; 二百十六,0
41691,三百六十四; 六百九十五,1
41692,四百九十八; 百五十三,0
41693,八百十六; 九十七,0
41694,八百五十七; 五百二,0
41695,二百十五; 八百二十二,1
41696,九百五十三; 四百三十四,0
41697,五百七十一; 三百五,0
41698,六百二; 二百四十,0
41699,百三十; 二百九十一,1
41700,五百七十一; 三百四十六,0
41701,八百七十; 九十六,0
41702,九; 五百十三,1
41703,五百二十二; 八百七十六,1
41704,五百十七; 百二十五,0
41705,五百二十三; 四百九十五,0
41706,四百十三; 三百九十二,0
41707,六百六十九; 五十一,0
41708,三百四十五; 九百七十五,1
41709,三百四十八; 三百六十六,1
41710,七百三十三; 三百四十八,0
41711,五百三; 八百五十三,1
41712,九百六十六; 五百七十一,0
41713,二百五; 十六,0
41714,六百四十八; 九十六,0
41715,二百五十七; 七百九十一,1
41716,三百八十二; 七百五十七,1
41717,二十九; 八百七十八,1
41718,八十七; 九百五十二,1
41719,七十三; 二百一,1
41720,百九十三; 六百八十九,1
41721,十二; 五百三十八,1
41722,六百九十; 七百二十八,1
41723,七百; 四十八,0
41724,九百六十; 四百七十八,0
41725,五百五十六; 六百七十三,1
41726,八百六十八; 四百八十一,0
41727,六百九; 九百十四,1
41728,七十一; 八百二十五,1
41729,八百三十六; 八百十二,0
41730,七百十三; 八百八十九,1
41731,二百九十二; 七,0
41732,五十四; 九百四十三,1
41733,五百九十五; 八百十六,1
41734,八百二十五; 七百二十七,0
41735,四百六十八; 九百八十二,1
41736,七百二十五; 六百四十二,0
41737,二百六十八; 三百六十二,1
41738,六百四十三; 四百三十三,0
41739,六百三十五; 十四,0
41740,三百四十二; 六百六十四,1
41741,八百八十五; 九百四十五,1
41742,六十九; 三百二十二,1
41743,三百七十四; 二百六十六,0
41744,十七; 二十五,1
41745,二百四十六; 六百七十二,1
41746,五百九; 四百七十四,0
41747,八百三十六; 九百二十九,1
41748,七百六十四; 八百六十七,1
41749,二百四十四; 十五,0
41750,六百四十八; 二百三十四,0
41751,九百三十四; 六百九十六,0
41752,三百八十二; 五十八,0
41753,七百十七; 四十二,0
41754,八百二十八; 二百四十五,0
41755,三百五十一; 四百九十五,1
41756,五百十一; 百四十八,0
41757,百四十四; 百七十九,1
41758,二百二十六; 五百九十八,1
41759,七百六十四; 三百八十二,0
41760,二百十一; 四百二十六,1
41761,五百二十九; 五百九十,1
41762,八百五十一; 八百三十六,0
41763,七十八; 九百八,1
41764,八百六十六; 九百六十二,1
41765,三百四十二; 五百二十一,1
41766,三百十九; 七百十六,1
41767,九十五; 四百十六,1
41768,百四十六; 百七十九,1
41769,九百三; 三百四十八,0
41770,二百十八; 九十八,0
41771,四百四十五; 三百三十四,0
41772,四百九十六; 七百七十一,1
41773,六百十四; 三百九十九,0
41774,九百十; 六百九,0
41775,五百二十四; 九百八十七,1
41776,二百七十一; 九百三十,1
41777,十三; 七百三十八,1
41778,七十七; 二百二十二,1
41779,百三十六; 八百四十四,1
41780,九百六十一; 三百九十二,0
41781,百八十九; 七百三十二,1
41782,四百十; 三百六十,0
41783,二百九十七; 六百六十五,1
41784,九百七; 九百八十一,1
41785,七百十七; 八百二十,1
41786,四百五十八; 九百四十三,1
41787,四十; 九百五十六,1
41788,六十九; 七百六十二,1
41789,九百二十四; 四百七十三,0
41790,九百三十一; 百九十四,0
41791,三百八十七; 百四,0
41792,三百三十一; 八百七十二,1
41793,七百二十四; 八百十七,1
41794,百九十九; 八百二十一,1
41795,七百二十六; 八百四十,1
41796,七百九十一; 二百十,0
41797,五百八十七; 四百二十七,0
41798,百四十五; 三百五十一,1
41799,四百二十一; 六百六十八,1
41800,八百五十一; 二百九十三,0
41801,四百四十八; 三百九十三,0
41802,九百五十; 百六十三,0
41803,九百二十九; 六百四十五,0
41804,三百四十一; 百五十五,0
41805,四百六十九; 六百七十八,1
41806,五十四; 四百十七,1
41807,四百; 四百八十三,1
41808,四百五十一; 七百八,1
41809,百二十六; 八百三十五,1
41810,六百三十; 二百七十一,0
41811,九百三十八; 百三十九,0
41812,八百四十一; 四百五十一,0
41813,六百六十六; 七百九十八,1
41814,九百六十九; 百二十九,0
41815,七百四十一; 二百七,0
41816,四百三十五; 四百十八,0
41817,百七十一; 六百六十三,1
41818,七百五十四; 三百三,0
41819,五百十九; 七百六十一,1
41820,五百二十四; 四百六十二,0
41821,六百七十二; 九百六十八,1
41822,二百八十; 三百九十七,1
41823,四百六十七; 九百八十,1
41824,九百七十六; 八百九十一,0
41825,六百四十四; 四百二十一,0
41826,五百十八; 五百四十七,1
41827,七百四十四; 八百十一,1
41828,七百二十三; 八百九十八,1
41829,七十五; 七百九,1
41830,七百六十八; 六百八十七,0
41831,九百三; 八百五十四,0
41832,八百七十; 六百,0
41833,四百八; 六百九十八,1
41834,百六十二; 七百四十二,1
41835,三百五十一; 六百九十五,1
41836,十二; 五百十一,1
41837,七百八; 八百七十,1
41838,二十一; 六百十六,1
41839,七百四十三; 八百六十一,1
41840,六百三十二; 三百十,0
41841,百九十二; 百五十六,0
41842,四百三十七; 七百六十六,1
41843,五百十九; 三十四,0
41844,六十六; 三百九十六,1
41845,九百三十七; 七十五,0
41846,百二十; 六百七十四,1
41847,八十一; 六百六十二,1
41848,百四十七; 九百六十一,1
41849,二百九十九; 四百,1
41850,三百七十一; 六百八十四,1
41851,九百九十三; 百二十三,0
41852,四百十三; 七百四十六,1
41853,四百二十二; 四十四,0
41854,三十六; 八百三十一,1
41855,四百十二; 二百六十九,0
41856,九十三; 六十七,0
41857,七百十五; 六百二十三,0
41858,五百九十八; 百十七,0
41859,三百四十八; 五百三十九,1
41860,八百三十五; 六百九十八,0
41861,六百九十六; 六百九十七,1
41862,二百十三; 百三,0
41863,二百二十; 五百八十七,1
41864,四百三十; 六百四十九,1
41865,三百十九; 五百九十五,1
41866,二十三; 六百二十一,1
41867,五百八十三; 四百十一,0
41868,二百九十; 九百十一,1
41869,三; 四百八十六,1
41870,百七十六; 三百四十八,1
41871,七百四十四; 九百三十,1
41872,八百九十一; 九百二十四,1
41873,四百; 九百六十九,1
41874,二十九; 百五十九,1
41875,六十八; 百四十二,1
41876,百二十一; 四百十三,1
41877,六百三十五; 四百五十一,0
41878,五百六十一; 七百三十五,1
41879,八十三; 六百四十四,1
41880,六百三十六; 二百九十,0
41881,八百十八; 五百五十八,0
41882,百十六; 四百二十一,1
41883,四百二十九; 四百七十三,1
41884,十五; 九十九,1
41885,九百八十二; 六百五十一,0
41886,三百七十四; 九百五十六,1
41887,五百八十八; 七百四十五,1
41888,七百二十三; 二百二十,0
41889,五百三十八; 九百二十三,1
41890,七百二十三; 九百八十六,1
41891,四十二; 九百三十三,1
41892,五百八十一; 五百二十,0
41893,百三十九; 四百五十九,1
41894,九百五十九; 四百二十一,0
41895,二十四; 五百七十四,1
41896,七百三十三; 二百三十,0
41897,八百三十八; 七百五十九,0
41898,百二十五; 七百六十八,1
41899,九百十一; 百六十二,0
41900,三百一; 六十,0
41901,百三十; 百四十五,1
41902,八百十六; 六百七十一,0
41903,二百二; 八百七十九,1
41904,六百三十八; 八百八十五,1
41905,三百七十六; 八百七十九,1
41906,三百五十一; 六百九十,1
41907,七百四十六; 九百六十六,1
41908,百五十九; 八百七十一,1
41909,九十五; 四十七,0
41910,五十一; 二百八,1
41911,百十; 六百九,1
41912,五百二十一; 七百七十九,1
41913,七百七十一; 九百四十六,1
41914,七十二; 百四十八,1
41915,六百六十九; 八百三,1
41916,二百十七; 八百十八,1
41917,五百九十三; 七百五,1
41918,四百七十九; 百二十六,0
41919,四百八十五; 七百八十四,1
41920,九百四十五; 四百三十一,0
41921,二百四十九; 五十九,0
41922,二百八; 五百四十三,1
41923,四百二十九; 三百八十八,0
41924,百六十九; 五百七十九,1
41925,四百十二; 八百三十五,1
41926,二百四; 四百五十三,1
41927,三百八十; 七百三十七,1
41928,七百六十八; 八百六十三,1
41929,百四十八; 十六,0
41930,三百九十; 二十六,0
41931,四百三; 百二十三,0
41932,三百六十四; 九百十八,1
41933,二百十九; 八百十七,1
41934,六百七十九; 六百九十七,1
41935,二百五十; 六百四十八,1
41936,七百八十五; 九百二十五,1
41937,五百八十七; 百五十四,0
41938,三十七; 五十五,1
41939,九百二十二; 九百四十三,1
41940,百五十一; 七百二十七,1
41941,十九; 八百二十四,1
41942,六百九十九; 九百三十二,1
41943,八十五; 三,0
41944,九十; 六百四十二,1
41945,四百六十; 百二十七,0
41946,四百六十三; 二百五十,0
41947,二百四十九; 二百二十三,0
41948,五十八; 百七十一,1
41949,七百八十二; 二百八十五,0
41950,九百二十八; 七百九十四,0
41951,十五; 三百二十六,1
41952,七十一; 八百八十一,1
41953,六十一; 五十六,0
41954,七百一; 八百四十七,1
41955,百四十九; 八百一,1
41956,三百七十一; 三百九十五,1
41957,七百八十八; 四百九十八,0
41958,六百二十五; 五百六十九,0
41959,九百二十五; 四百三十七,0
41960,七百八十八; 八百十,1
41961,七百九十二; 七百七,0
41962,百四十三; 六百二十八,1
41963,九十六; 八百三十五,1
41964,五百八十四; 四十九,0
41965,七百四; 八百九十八,1
41966,三百九十七; 九百三十三,1
41967,九百九十三; 七百六十一,0
41968,八百九; 四百六十八,0
41969,六百八十九; 五百七十,0
41970,三百五十二; 九百五十三,1
41971,二百二十一; 二百九,0
41972,七百七十八; 四百二,0
41973,二十五; 二百二十一,1
41974,七百七十五; 五百三十四,0
41975,九百九; 八百八十九,0
41976,九百五十六; 三百六十三,0
41977,百八十一; 九百三十二,1
41978,六百二十; 二百六十三,0
41979,八百三十一; 九百八十三,1
41980,八百五十六; 百六十三,0
41981,二百九十九; 三十八,0
41982,三百六十九; 九百二十三,1
41983,五百三十五; 百五十四,0
41984,四百三十二; 五百七十六,1
41985,三十八; 二百四十六,1
41986,四百三十二; 百三十,0
41987,六百五十九; 五十六,0
41988,八百五十一; 八百二十八,0
41989,百八十一; 三百四十六,1
41990,百七十三; 七百九十四,1
41991,四百六十四; 四百八十四,1
41992,九十二; 百四十五,1
41993,九百二十五; 四百十二,0
41994,三百四十九; 四十,0
41995,三百三十九; 八十二,0
41996,九百五十八; 四百,0
41997,二百五十; 三百六十六,1
41998,八百八十五; 五百九十七,0
41999,八百八十五; 八百五十,0
42000,二百十七; 二百八十五,1
42001,六百四十; 五百七十二,0
42002,九百三十四; 二百二十六,0
42003,八百二十六; 二百六十一,0
42004,三十一; 二百十八,1
42005,五百二十二; 三百三十八,0
42006,六百三十九; 四百七十九,0
42007,百三十七; 六百四十一,1
42008,百七十六; 九百六十三,1
42009,百九十五; 二百六十,1
42010,七百八十四; 二百六,0
42011,九百三十七; 十七,0
42012,百五十八; 六十五,0
42013,八百四十九; 六百四十五,0
42014,九百二; 八百三十一,0
42015,五百四十五; 五百二十四,0
42016,七百四; 二百二十八,0
42017,四百九十九; 六百四十九,1
42018,六百四十二; 四百十七,0
42019,九百二十三; 九百三十六,1
42020,千; 三百七十二,0
42021,八百八十三; 九百四十九,1
42022,四百四十五; 三百二十八,0
42023,六; 七百八十七,1
42024,六百三十; 八百二十七,1
42025,七百十三; 六百七十九,0
42026,六百十五; 九百九十一,1
42027,百九十六; 九百二十八,1
42028,三百四十七; 七百九,1
42029,三百九十二; 六百一,1
42030,三百七十; 三百十,0
42031,八百六十二; 二百四十七,0
42032,五百四; 四百七十三,0
42033,三百八十三; 九百九,1
42034,七百四十五; 八百八十七,1
42035,五百九十; 六百四十一,1
42036,三百三; 十二,0
42037,五百五十九; 八百九十四,1
42038,七百四十六; 六百七十六,0
42039,二百八十三; 四十八,0
42040,百二十五; 六百九十六,1
42041,七百二十五; 五百八十一,0
42042,七百八十一; 四百五十九,0
42043,四百九十五; 五百十七,1
42044,六百六十二; 八百二十五,1
42045,九百十六; 八百三十四,0
42046,百七十七; 九百七十一,1
42047,五百八十; 六百六十三,1
42048,三百十四; 八十五,0
42049,二百十三; 六百八十三,1
42050,六百八十三; 五百三十七,0
42051,六百八十七; 六十九,0
42052,百四十七; 八百,1
42053,八百七十一; 三百八十五,0
42054,四百十一; 八百四十八,1
42055,百三十九; 六,0
42056,五百二; 八百九十四,1
42057,九十九; 七百二,1
42058,百六十九; 三百四十二,1
42059,六百六十二; 八百七十六,1
42060,九百八十八; 百六,0
42061,九百四十八; 七百六,0
42062,七百十五; 十三,0
42063,六百四十二; 七百四十七,1
42064,九百七十九; 二百九十八,0
42065,百五十一; 六百四十,1
42066,九百九十; 百九十九,0
42067,七百三十九; 二百七十七,0
42068,八百二十四; 百四十,0
42069,五百七十五; 七百八十,1
42070,八百二十七; 五十五,0
42071,五百四十八; 七十,0
42072,三百; 五百五,1
42073,二百四十一; 七百三十,1
42074,四十三; 七百五十四,1
42075,二百二十六; 百十七,0
42076,四百四十七; 六百八十八,1
42077,九百七十一; 八百五,0
42078,二百四十九; 五百九十三,1
42079,二百六十一; 三百八十七,1
42080,九百九十; 三百八十九,0
