,sents,labels
0,syvhundrede og fire; trehundrede og fem,0
29999,ethundrede og sytten; ottehundrede og otteoghalvtreds,1
30000,toogtreds; nihundrede og enoghalvfems,1
30001,syvhundrede og fireoghalvfjerds; femhundrede og fireoghalvfjerds,0
30002,nihundrede og fireoghalvtreds; tohundrede og otteogtyve,0
30003,sekshundrede og enogtredive; femhundrede og toogtyve,0
30004,tohundrede og tolv; nihundrede og treoghalvfjerds,1
30005,trehundrede og fyrre; sekshundrede og treogfyrre,1
30006,tohundrede og otteogtredive; firehundrede og toogfirs,1
30007,syvhundrede og ni; sekshundrede og treoghalvfjerds,0
30008,nihundrede og ni; ethundrede og niogtredive,0
30009,femogtreds; syvhundrede og treoghalvfjerds,1
30010,ottehundrede og otteogtyve; firs,0
30011,halvtreds; tohundrede og fem,1
30012,enogfyrre; ottehundrede og toogfyrre,1
30013,sekshundrede og seksoghalvfems; nihundrede og treoghalvfems,1
30014,ottehundrede og otteogtyve; firehundrede og ti,0
30015,sekshundrede og enoghalvfems; nihundrede og nioghalvtreds,1
30016,fire; syvhundrede og niogfyrre,1
30017,sekshundrede og enogfyrre; ethundrede og syvogfirs,0
30018,toogtredive; syvhundrede og seksogtyve,1
30019,seksogfirs; ottehundrede og toogtreds,1
30020,ethundrede og fireogfyrre; toogtredive,0
30021,nihundrede og fireogfyrre; sekshundrede og treogtyve,0
30022,nihundrede og atten; ethundrede og seksogtyve,0
30023,sekshundrede og fireogtyve; ottehundrede og tooghalvfjerds,1
30024,trehundrede og treogtreds; ethundrede og toogtyve,0
30025,tohundrede og femten; sekshundrede og femogtredive,1
30026,ottehundrede og seksten; trehundrede og niogfyrre,0
30027,firehundrede og femogtyve; ottehundrede og otte,1
30028,ottehundrede og otteogtredive; ethundrede og enoghalvfems,0
30029,sekshundrede og enoghalvtreds; tredive,0
30030,ethundrede og femogtreds; femhundrede og fireogtyve,1
30031,nihundrede og tooghalvfjerds; seksogtreds,0
30032,tohundrede og fjorten; tohundrede og otteogfirs,1
30033,femhundrede og nioghalvfems; firehundrede og enoghalvfjerds,0
30034,enogfirs; sekshundrede og seksogtreds,1
30035,ethundrede og tooghalvfems; femhundrede og enoghalvtreds,1
30036,seksogtyve; sekshundrede og toogfyrre,1
30037,ottehundrede og fireoghalvtreds; nihundrede og enoghalvtreds,1
30038,nihundrede og enogtreds; sekshundrede og toogfirs,0
30039,sekshundrede og treds; ethundrede og elleve,0
30040,tohundrede og toogtyve; sekshundrede og treds,1
30041,syvhundrede og seksoghalvfjerds; firehundrede og halvfjerds,0
30042,ethundrede og fem; sekshundrede og enogfirs,1
30043,trehundrede og tooghalvfems; syvhundrede og tretten,1
30044,ethundrede og syvogtredive; femhundrede og enogfirs,1
30045,syvhundrede og treogfyrre; ethundrede og treds,0
30046,niogtredive; sekshundrede og tooghalvfjerds,1
30047,syvhundrede og tyve; nihundrede og syvoghalvfjerds,1
30048,trehundrede og treogtreds; firehundrede og fire,1
30049,ethundrede og seksoghalvtreds; ottehundrede og fyrre,1
30050,ethundrede og et; femogfyrre,0
30051,ethundrede og otteoghalvfems; nihundrede og halvfjerds,1
30052,ethundrede og seksten; ottehundrede og treogtyve,1
30053,nihundrede og ti; trehundrede og toogtreds,0
30054,femhundrede og nioghalvfems; enoghalvfjerds,0
30055,tohundrede og toogfirs; sekshundrede og otteogfyrre,1
30056,ethundrede og syvogfyrre; femogtreds,0
30057,tohundrede og tolv; tohundrede og treoghalvfems,1
30058,ottehundrede og treogfyrre; ethundrede og treoghalvtreds,0
30059,ottehundrede og enogfirs; syvhundrede og enoghalvtreds,0
30060,femhundrede og syvoghalvtreds; sekshundrede og enoghalvtreds,1
30061,syvhundrede og niogfirs; ethundrede og treogfyrre,0
30062,sekshundrede og otteogtreds; ethundrede og tretten,0
30063,sekshundrede og et; sekshundrede og enogtreds,1
30064,syvhundrede og treoghalvfjerds; nihundrede og treogtredive,1
30065,tohundrede og syvogtreds; sekshundrede og firs,1
30066,ottehundrede og otteoghalvfjerds; syvhundrede og halvfjerds,0
30067,firehundrede og femogfirs; ethundrede og treds,0
30068,nihundrede og toogfirs; halvtreds,0
30069,femhundrede og niogtyve; sekshundrede og atten,1
30070,sekshundrede og femoghalvtreds; nihundrede og elleve,1
30071,ti; sekshundrede og fireoghalvtreds,1
30072,trehundrede og seksoghalvfjerds; tohundrede og enogtyve,0
30073,sekshundrede og nioghalvfjerds; femhundrede og toogtreds,0
30074,firehundrede og treogfyrre; sekshundrede og treoghalvfems,1
30075,trehundrede og niogtreds; femhundrede og enogfirs,1
30076,trehundrede og fem; firehundrede og toogfirs,1
30077,tohundrede og niogtyve; firehundrede og seksogfirs,1
30078,sekshundrede og femogtyve; femhundrede og enoghalvfems,0
30079,tohundrede og halvfems; ottehundrede og femoghalvfjerds,1
30080,tolv; trehundrede og treogtredive,1
30081,syvhundrede og seksoghalvfems; nihundrede og nioghalvfems,1
30082,sekshundrede og otteogfyrre; nihundrede og femoghalvfems,1
30083,trehundrede og fireogtredive; sekshundrede og fyrre,1
30084,trehundrede og tredive; firehundrede og tooghalvfjerds,1
30085,syvhundrede og otteogfirs; sekshundrede og femogtredive,0
30086,tohundrede og femten; trehundrede og femogtredive,1
30087,sekshundrede og otte; ottehundrede og otteogtyve,1
30088,tohundrede og ti; trehundrede og atten,1
30089,ottehundrede og femoghalvfems; firehundrede og syvoghalvtreds,0
30090,nihundrede og elleve; femhundrede og nioghalvfems,0
30091,sekshundrede og femoghalvfjerds; firehundrede og fireogtredive,0
30092,nihundrede og syv; syvoghalvtreds,0
30093,ethundrede og syvogtredive; tohundrede og femten,1
30094,sekshundrede og enoghalvtreds; nioghalvfjerds,0
30095,ethundrede og tooghalvtreds; enogtredive,0
30096,ottehundrede og otteoghalvfjerds; tohundrede og syvogtreds,0
30097,sekshundrede; trehundrede og femoghalvfems,0
30098,ethundrede og niogfyrre; sekshundrede og seksten,1
30099,ethundrede og seksoghalvfjerds; trehundrede og syvogtreds,1
30100,femhundrede og halvfems; treoghalvfjerds,0
30101,nioghalvfjerds; ethundrede og treogtyve,1
30102,firehundrede og fire; femhundrede og enoghalvtreds,1
30103,nihundrede og enoghalvtreds; sekshundrede og niogfirs,0
30104,syvhundrede og enogtyve; syvhundrede og enogtredive,1
30105,femhundrede og seks; tre,0
30106,nihundrede og otteogfyrre; firehundrede og niogfyrre,0
30107,firehundrede og treoghalvfems; ethundrede og enoghalvtreds,0
30108,syvhundrede og fireoghalvfems; firehundrede og femogfirs,0
30109,ottehundrede og tredive; ethundrede og syvoghalvfems,0
30110,nihundrede og sytten; trehundrede og enoghalvfjerds,0
30111,tohundrede og nitten; ottehundrede og syvogfyrre,1
30112,syvhundrede og niogtredive; otte,0
30113,firehundrede og fireoghalvtreds; nihundrede og otteogfirs,1
30114,nioghalvfems; ottehundrede og seks,1
30115,nihundrede og nitten; femhundrede og toogfirs,0
30116,tohundrede og niogfyrre; sekshundrede og syvoghalvfjerds,1
30117,femhundrede og enogtreds; trehundrede og femoghalvfems,0
30118,sekshundrede og toogtreds; fireoghalvtreds,0
30119,trehundrede og tolv; femhundrede og fem,1
30120,sekshundrede og toogtredive; tohundrede og tre,0
30121,nihundrede og otteoghalvfjerds; ottehundrede og syvogfyrre,0
30122,niogfirs; tohundrede og elleve,1
30123,treoghalvfjerds; trehundrede og treoghalvtreds,1
30124,enogtreds; sekshundrede og tretten,1
30125,femhundrede og otteoghalvfems; trehundrede og syvogtredive,0
30126,ethundrede og fjorten; tohundrede og fireogtredive,1
30127,nihundrede og fire; tohundrede og otteoghalvtreds,0
30128,tohundrede og otteoghalvfjerds; ottehundrede og otteogfyrre,1
30129,trehundrede og syvoghalvfems; fireoghalvfems,0
30130,nihundrede og femogtyve; ethundrede og femoghalvfems,0
30131,trehundrede og syvoghalvfems; femhundrede og treoghalvtreds,1
30132,nihundrede og fireogtredive; tohundrede og femogtyve,0
30133,ethundrede og tooghalvtreds; firehundrede og toogfirs,1
30134,fem; nihundrede,1
30135,tohundrede og nitten; firehundrede og otteogfyrre,1
30136,nihundrede og halvfjerds; syvhundrede og nitten,0
30137,trehundrede og femogtredive; tohundrede og seksoghalvfems,0
30138,firehundrede og tretten; elleve,0
30139,elleve; sekshundrede og syvogfirs,1
30140,trehundrede og femoghalvtreds; trehundrede og fireogfirs,1
30141,syvhundrede og niogtredive; ethundrede og nioghalvfjerds,0
30142,tohundrede og toogfirs; ni,0
30143,tohundrede og enogtreds; nihundrede og treoghalvfjerds,1
30144,ottehundrede; firehundrede og seksogfirs,0
30145,trehundrede og otteogtreds; firehundrede og toogtredive,1
30146,ottehundrede og nioghalvtreds; ethundrede og elleve,0
30147,tohundrede og otte; trehundrede og halvfjerds,1
30148,firehundrede og otteoghalvfjerds; trehundrede og tolv,0
30149,ottehundrede og halvtreds; nihundrede og enoghalvfjerds,1
30150,firehundrede og enogtyve; seksoghalvfjerds,0
30151,trehundrede og seks; firehundrede og fem,1
30152,sekshundrede og fyrre; syvhundrede og femogtredive,1
30153,trehundrede og treogtyve; trehundrede og seksogfyrre,1
30154,firehundrede og tooghalvfems; syvhundrede og seks,1
30155,ottehundrede og treoghalvtreds; ethundrede og syvogfyrre,0
30156,syvhundrede og seksoghalvfems; trehundrede og femoghalvtreds,0
30157,trehundrede og nioghalvfjerds; nihundrede og seksogtreds,1
30158,nihundrede og treoghalvfjerds; syvogtreds,0
30159,ottehundrede og femoghalvfems; tohundrede og femogtreds,0
30160,tohundrede og syvogfyrre; femhundrede og halvtreds,1
30161,ethundrede og tooghalvtreds; ottehundrede og niogtyve,1
30162,syvhundrede og fireogtreds; ethundrede og tredive,0
30163,trehundrede og otteogtredive; ottehundrede og seksogtyve,1
30164,firehundrede og otteogtreds; firehundrede og enogtredive,0
30165,sekshundrede og femoghalvfjerds; tohundrede og tolv,0
30166,trehundrede og femogfyrre; syvhundrede og treoghalvtreds,1
30167,ottehundrede og fireogfyrre; ottehundrede og tooghalvfems,1
30168,nihundrede og syv; ethundrede og otteoghalvtreds,0
30169,ethundrede og fireoghalvfems; nihundrede og tooghalvtreds,1
30170,ethundrede og toogtreds; femhundrede og femogfirs,1
30171,tohundrede og toogfyrre; sekshundrede og syvoghalvfems,1
30172,tohundrede og femoghalvfems; ethundrede og enoghalvfems,0
30173,ethundrede og treogfirs; tohundrede og seksogfirs,1
30174,trehundrede og seksogfyrre; femhundrede og otteogtredive,1
30175,firehundrede og halvtreds; sekshundrede og fireoghalvfems,1
30176,femhundrede og sytten; seksogtreds,0
30177,syvhundrede og tooghalvfjerds; sekshundrede og enoghalvfems,0
30178,trehundrede og enoghalvfems; sekshundrede og treogtyve,1
30179,ethundrede og treoghalvfems; ethundrede og fyrre,0
30180,nihundrede og fireogfirs; seksten,0
30181,nihundrede og fireoghalvfems; firehundrede og fireogtreds,0
30182,syvogfirs; firehundrede og treoghalvfjerds,1
30183,trehundrede og seksogfyrre; trehundrede og tooghalvtreds,1
30184,sekshundrede og otteoghalvfjerds; syvhundrede og tooghalvtreds,1
30185,trehundrede og treogtredive; nihundrede og fireogtreds,1
30186,trehundrede og otteogtredive; ethundrede og fireoghalvfems,0
30187,femhundrede og otteoghalvtreds; ottehundrede og seksoghalvfems,1
30188,femhundrede og seksoghalvfjerds; firehundrede og femoghalvtreds,0
30189,tohundrede og fire; firehundrede og seksogtredive,1
30190,sekshundrede og tooghalvfjerds; ottehundrede og seksogtyve,1
30191,femoghalvfems; femhundrede og syvogfyrre,1
30192,nihundrede og syvoghalvfems; trehundrede og syvoghalvtreds,0
30193,firehundrede og tre; tohundrede og treds,0
30194,nihundrede og seksoghalvtreds; sekshundrede og enoghalvtreds,0
30195,femhundrede og otteoghalvfems; halvfjerds,0
30196,femhundrede og atten; femhundrede og syv,0
30197,tohundrede og otte; trehundrede og seksoghalvtreds,1
30198,nihundrede og syvogfirs; nihundrede og enogtredive,0
30199,syvhundrede og tyve; ethundrede og nioghalvfems,0
30200,nihundrede og atten; syvhundrede og fjorten,0
30201,ottehundrede og femogtyve; tohundrede og fyrre,0
30202,firehundrede og tolv; ottehundrede og halvtreds,1
30203,tohundrede og halvtreds; syvhundrede og fireogtyve,1
30204,syvhundrede og syv; syvhundrede og otteogfyrre,1
30205,sekshundrede og nitten; ethundrede og niogtredive,0
30206,tohundrede og et; syvhundrede og enoghalvfjerds,1
30207,trehundrede og enogtreds; nihundrede og treogtreds,1
30208,ottehundrede og fem; syvhundrede og toogtreds,0
30209,ethundrede og tooghalvfems; syvhundrede og niogfyrre,1
30210,sekshundrede og femogtyve; nihundrede og syvoghalvtreds,1
30211,trehundrede og niogfirs; nihundrede og enogtredive,1
30212,ottehundrede og syvogtredive; nihundrede og tredive,1
30213,halvfems; ottehundrede og toogfyrre,1
30214,trehundrede og halvfems; tohundrede og treogfirs,0
30215,ethundrede og enoghalvtreds; sekshundrede og enogfirs,1
30216,treds; trehundrede og femoghalvtreds,1
30217,femogfirs; firehundrede og femoghalvtreds,1
30218,firehundrede og fireogtredive; ottehundrede og seksoghalvtreds,1
30219,ethundrede og firs; ethundrede og tooghalvfems,1
30220,syvhundrede og enogtredive; ottehundrede og syvogtyve,1
30221,tohundrede og seksogtyve; trehundrede og toogtredive,1
30222,nioghalvfems; syvhundrede og nioghalvtreds,1
30223,tohundrede og nioghalvtreds; tohundrede og niogtyve,0
30224,nihundrede og otteogtreds; tohundrede og femoghalvfems,0
30225,firehundrede og sytten; sekshundrede og otteogtyve,1
30226,tohundrede og otte; tohundrede og seksoghalvtreds,1
30227,ottehundrede og syv; syvhundrede og femogfyrre,0
30228,trehundrede og seksogfyrre; femhundrede og enogtredive,1
30229,syvhundrede og toogtredive; nihundrede og seksoghalvtreds,1
30230,firehundrede og halvfjerds; nihundrede og treoghalvfems,1
30231,sekshundrede og fire; ethundrede og enoghalvfems,0
30232,ottehundrede og seksten; ethundrede og syvoghalvtreds,0
30233,femhundrede og syvogfirs; tohundrede og fireoghalvtreds,0
30234,tohundrede og fireoghalvfems; tohundrede og otteogfyrre,0
30235,firehundrede og otteogtyve; ottehundrede og femoghalvtreds,1
30236,tohundrede og nioghalvfjerds; ethundrede og seksogfyrre,0
30237,firehundrede og seksoghalvtreds; tohundrede og ti,0
30238,sekshundrede og niogfirs; tohundrede og femoghalvfjerds,0
30239,firs; ti,0
30240,fireogfyrre; sekshundrede og toogtredive,1
30241,femhundrede og syvoghalvfjerds; trehundrede og fire,0
30242,femhundrede og treds; femhundrede og seksten,0
30243,nihundrede og fire; ottehundrede og tretten,0
30244,nihundrede og nitten; femogtredive,0
30245,ethundrede og femogfirs; ottehundrede og femogtredive,1
30246,ethundrede og enogtredive; femhundrede og tre,1
30247,trehundrede og enoghalvfems; sekshundrede og tredive,1
30248,trehundrede og tredive; nihundrede og seksoghalvtreds,1
30249,firehundrede og femogtreds; femhundrede og tre,1
30250,ethundrede og treogfirs; trehundrede og fyrre,1
30251,femoghalvfems; syvoghalvfjerds,0
30252,syvhundrede og otteoghalvtreds; femhundrede og fireogfyrre,0
30253,femhundrede og syvogtreds; trehundrede og enogfirs,0
30254,firehundrede og seksogfyrre; ottehundrede og fireoghalvfjerds,1
30255,nihundrede og syvoghalvfjerds; ottehundrede og tooghalvtreds,0
30256,trehundrede og toogfyrre; nihundrede og seks,1
30257,syvhundrede og fjorten; sekshundrede og seksten,0
30258,nioghalvfjerds; trehundrede og treoghalvfjerds,1
30259,ethundrede og ni; tohundrede og seksogtredive,1
30260,sekshundrede og otteoghalvfjerds; ethundrede og syvogtreds,0
30261,trehundrede og niogtyve; tohundrede og fire,0
30262,nihundrede og ni; tohundrede og tre,0
30263,sekshundrede og fireogtreds; ottehundrede og otteogtredive,1
30264,sekshundrede og syv; femhundrede og syvoghalvfjerds,0
30265,fire; tohundrede og syvogfirs,1
30266,ottehundrede og syvogtredive; trehundrede og tredive,0
30267,syvhundrede og otteoghalvfems; ottehundrede og enoghalvfjerds,1
30268,ethundrede og halvfjerds; firehundrede og seksogfyrre,1
30269,syvhundrede og niogtreds; ottehundrede og fireogtredive,1
30270,sekshundrede og seks; syvhundrede og syvogtredive,1
30271,trehundrede og enogfirs; nihundrede og seksoghalvtreds,1
30272,tohundrede og niogfyrre; sekshundrede og syvogtreds,1
30273,firehundrede og ti; ethundrede og seksogtredive,0
30274,nihundrede og otteogtreds; femhundrede og femogtreds,0
30275,femhundrede og femoghalvfems; tohundrede og to,0
30276,sekshundrede og toogfirs; ethundrede og nioghalvtreds,0
30277,firehundrede og enogfirs; femhundrede og elleve,1
30278,femhundrede og enogtyve; nihundrede og toogfirs,1
30279,nihundrede og syv; femhundrede og seks,0
30280,trehundrede og fire; ottehundrede og seksogtyve,1
30281,ethundrede og syvogtreds; tohundrede og seksogtredive,1
30282,nihundrede og ti; trehundrede og treoghalvfjerds,0
30283,ethundrede og treoghalvtreds; fireogtreds,0
30284,firehundrede og seksogfirs; otteogfyrre,0
30285,niogtredive; sekshundrede og syvogtredive,1
30286,sekshundrede og syvogtreds; femogtredive,0
30287,otteoghalvtreds; firehundrede og nioghalvfjerds,1
30288,syvhundrede og seks; tohundrede og treoghalvtreds,0
30289,firehundrede og otteogfirs; ethundrede og fireogtyve,0
30290,tohundrede og treogfyrre; femhundrede og otteogtyve,1
30291,ottehundrede og fem; trehundrede og enoghalvtreds,0
30292,firehundrede og niogtreds; trehundrede og fireogfirs,0
30293,trehundrede og treds; ethundrede og seksogtredive,0
30294,femhundrede og seksogfirs; femhundrede og toogfyrre,0
30295,ottehundrede og nioghalvfems; syvhundrede og enogfirs,0
30296,trehundrede og otte; femoghalvtreds,0
30297,sekshundrede og femogfirs; tolv,0
30298,tohundrede og femoghalvtreds; sekshundrede og toogtreds,1
30299,syvhundrede og seksoghalvtreds; sekshundrede og nitten,0
30300,ottehundrede; firehundrede og syvogtyve,0
30301,toogfyrre; syvhundrede og syvogtreds,1
30302,ottehundrede og fireogtreds; ethundrede og femoghalvfems,0
30303,trehundrede og otteogtreds; ethundrede og treogtredive,0
30304,tohundrede og fyrre; ethundrede og otteoghalvtreds,0
30305,sekshundrede og seksogtyve; femhundrede og syvoghalvfjerds,0
30306,femhundrede og nitten; otteogtreds,0
30307,trehundrede og enoghalvfjerds; ethundrede og enogfirs,0
30308,nihundrede og seksoghalvfems; ethundrede og enogtyve,0
30309,sekshundrede og otteogtreds; firehundrede og seksogfirs,0
30310,firehundrede og ni; firehundrede og toogfyrre,1
30311,nihundrede og toogfyrre; firehundrede og tredive,0
30312,syvhundrede og syvoghalvfjerds; nihundrede og treogfirs,1
30313,trehundrede og tooghalvfjerds; ethundrede og nioghalvfems,0
30314,syvhundrede og tooghalvtreds; femhundrede og niogtredive,0
30315,femhundrede og syvoghalvtreds; femogtyve,0
30316,nihundrede og treogfirs; firehundrede og niogtyve,0
30317,femhundrede og seksoghalvfjerds; syvhundrede og fireoghalvtreds,1
30318,syvhundrede og seksoghalvfems; to,0
30319,trehundrede og tooghalvfems; otteoghalvfjerds,0
30320,nihundrede og nioghalvtreds; syvhundrede og toogtreds,0
30321,tohundrede og nitten; trehundrede og fireogfyrre,1
30322,ethundrede og fire; sekshundrede og toogtreds,1
30323,tohundrede og seksoghalvfjerds; ethundrede og to,0
30324,nihundrede og to; femhundrede og enoghalvfems,0
30325,ethundrede og fireoghalvtreds; syvhundrede og treogtreds,1
30326,trehundrede og halvfems; firehundrede og otteoghalvfjerds,1
30327,firehundrede og nitten; sekshundrede og enoghalvfems,1
30328,sekshundrede og fjorten; syvhundrede og treoghalvtreds,1
30329,sekshundrede og firs; femhundrede og femogtyve,0
30330,sekshundrede og otteogfyrre; ethundrede og otteogfirs,0
30331,nihundrede og treoghalvfjerds; tohundrede og treoghalvfjerds,0
30332,sekshundrede og toogfirs; syvhundrede og toogtredive,1
30333,trehundrede og niogtredive; ottehundrede og femogtyve,1
30334,tohundrede og treogtreds; ottehundrede og femogtredive,1
30335,ethundrede og otteogtredive; syvhundrede og fireogfyrre,1
30336,tohundrede og enoghalvtreds; firehundrede og tre,1
30337,trehundrede og seksogtreds; firehundrede og enogtreds,1
30338,ethundrede og halvfjerds; trehundrede og fireogtredive,1
30339,sekshundrede og otteogfirs; trehundrede og seksogfyrre,0
30340,trehundrede og tredive; syvhundrede og firs,1
30341,tohundrede og otteogtredive; firehundrede og enogtredive,1
30342,syvhundrede og elleve; nihundrede og halvtreds,1
30343,ethundrede og enogfyrre; ethundrede og enogfirs,1
30344,syvhundrede og enoghalvtreds; trehundrede og niogtyve,0
30345,enogtreds; firehundrede og femoghalvfjerds,1
30346,nihundrede og toogtredive; tohundrede og seksoghalvfems,0
30347,seksoghalvfjerds; ottehundrede og treogfirs,1
30348,firehundrede og seks; firehundrede og syvoghalvtreds,1
30349,enogtredive; ottehundrede og fireogfyrre,1
30350,tohundrede og enoghalvfems; nihundrede og enogtredive,1
30351,ottehundrede og nioghalvfjerds; ottehundrede og niogtreds,0
30352,ottehundrede og femogfyrre; syvhundrede og fireogfyrre,0
30353,sekshundrede og treoghalvtreds; firehundrede og nioghalvfjerds,0
30354,firehundrede og femogfyrre; femhundrede og fireoghalvtreds,1
30355,ottehundrede og femten; syvhundrede og seksogfyrre,0
30356,femogtredive; nihundrede og treogtredive,1
30357,femhundrede og tolv; ottehundrede og otteoghalvfjerds,1
30358,nihundrede og halvfjerds; toogtredive,0
30359,ethundrede og syvogtredive; syvhundrede og tooghalvfems,1
30360,syvhundrede og enogtyve; firehundrede og toogfyrre,0
30361,ottehundrede og femogtredive; nihundrede og fireogtyve,1
30362,nihundrede og syvogfyrre; syvhundrede og sytten,0
30363,syvhundrede og fem; ethundrede og femten,0
30364,ottehundrede og nioghalvfems; femhundrede og seksogtreds,0
30365,firehundrede og fire; trehundrede og fyrre,0
30366,firehundrede og enoghalvtreds; nihundrede og tooghalvtreds,1
30367,niogtredive; syvogfirs,1
30368,ethundrede og atten; tohundrede og enogtreds,1
30369,sekshundrede og femogtredive; trehundrede og et,0
30370,tohundrede og ni; trehundrede og fire,1
30371,ottehundrede og syvogtreds; syvogtreds,0
30372,syvhundrede og femten; syvhundrede og tyve,1
30373,syvhundrede og otteoghalvfjerds; fireoghalvtreds,0
30374,seksogfyrre; ottehundrede og seksogfirs,1
30375,firehundrede og otteogfirs; syvhundrede og syvoghalvfjerds,1
30376,femhundrede og femoghalvtreds; tohundrede og seksogfyrre,0
30377,nihundrede og fireogtyve; sekshundrede og fem,0
30378,ethundrede og syvogfirs; sekshundrede og ti,1
30379,trehundrede og toogfyrre; syvhundrede og tretten,1
30380,femhundrede og treogfyrre; ottehundrede og femoghalvfjerds,1
30381,femhundrede og femogfirs; syvhundrede og niogfirs,1
30382,sekshundrede og treogtredive; tohundrede og fireogtyve,0
30383,femhundrede og enoghalvtreds; nihundrede og fireoghalvtreds,1
30384,femhundrede og tooghalvfjerds; syvhundrede og otteogtreds,1
30385,femhundrede og nioghalvfems; sekshundrede og fjorten,1
30386,nihundrede og femoghalvfems; ottehundrede og treds,0
30387,firehundrede og fyrre; tohundrede og fireoghalvtreds,0
30388,sekshundrede og syvoghalvfjerds; treoghalvfems,0
30389,sekshundrede og treoghalvtreds; femhundrede og atten,0
30390,ottehundrede og nitten; femhundrede og elleve,0
30391,sekshundrede og otteogtreds; syvhundrede og seksogfirs,1
30392,ottehundrede og tooghalvtreds; ethundrede og femten,0
30393,syvhundrede og treogfyrre; nihundrede og treogfirs,1
30394,ottehundrede; firehundrede og seksogfirs,0
30395,ethundrede og enogtreds; sekshundrede og otte,1
30396,syvhundrede og otteogfirs; ottehundrede og nitten,1
30397,firehundrede og niogtreds; ethundrede og treoghalvfems,0
30398,femhundrede og fireogtredive; nihundrede og enoghalvfems,1
30399,firehundrede og treogtyve; syvhundrede og fyrre,1
30400,tohundrede og fireogfirs; tohundrede og otteoghalvfjerds,0
30401,trehundrede og fem; firehundrede og atten,1
30402,femoghalvfems; ethundrede og tre,1
30403,femhundrede og halvfems; tolv,0
30404,sekshundrede og nioghalvfjerds; tohundrede og syvogtyve,0
30405,syvhundrede og fireogfyrre; tohundrede og sytten,0
30406,syvhundrede og fireogtredive; sekshundrede og fireogfyrre,0
30407,firehundrede og enoghalvfems; nihundrede og fireogtyve,1
30408,ottehundrede og niogfyrre; nihundrede og seksogfyrre,1
30409,firehundrede og femoghalvfjerds; trehundrede og syvogfirs,0
30410,nihundrede og treogfirs; tohundrede og nitten,0
30411,sekshundrede og fireogtyve; trehundrede og syvogtredive,0
30412,syvhundrede og syvogfirs; syvhundrede og treogtyve,0
30413,nihundrede og nioghalvfjerds; tohundrede og seksogtyve,0
30414,tohundrede og enogfirs; tohundrede og femogfyrre,0
30415,ethundrede og syvogfyrre; firehundrede og femogfirs,1
30416,sekshundrede og enogfyrre; syvhundrede og fem,1
30417,tohundrede og syvoghalvfjerds; trehundrede og femogtreds,1
30418,nihundrede og fireogfirs; firehundrede og seksogfyrre,0
30419,nihundrede og syvogfirs; femhundrede og femogtreds,0
30420,ottehundrede og halvfems; halvtreds,0
30421,nihundrede og syvoghalvfjerds; trehundrede og enogfyrre,0
30422,enoghalvtreds; firehundrede og niogfirs,1
30423,sekshundrede og otte; femhundrede og toogtredive,0
30424,nihundrede og treogfyrre; sekshundrede og treogtreds,0
30425,tohundrede og enoghalvtreds; nioghalvfems,0
30426,femhundrede og fireoghalvfems; syvhundrede og nioghalvfjerds,1
30427,nihundrede og tolv; ettusind,1
30428,otteoghalvtreds; sekshundrede og niogtreds,1
30429,syvhundrede og seksoghalvfems; nihundrede og seksogfirs,1
30430,ottehundrede og fjorten; tohundrede og syvogfirs,0
30431,ottehundrede og fire; sekshundrede og toogtyve,0
30432,nihundrede og seksogfirs; syvhundrede og otteoghalvfjerds,0
30433,syvhundrede og seksogtreds; ottehundrede og syvoghalvtreds,1
30434,ethundrede og enoghalvfjerds; ottehundrede og nitten,1
30435,trehundrede og seks; nihundrede og seks,1
30436,firehundrede og treogfyrre; nihundrede og halvtreds,1
30437,trehundrede og syv; nihundrede og femogtreds,1
30438,tohundrede og otte; ottehundrede og enoghalvtreds,1
30439,tohundrede og seksoghalvtreds; ethundrede og toogtredive,0
30440,nihundrede og halvfems; ottehundrede og fireogtreds,0
30441,firehundrede og fire; nihundrede og toogtreds,1
30442,firehundrede og tooghalvtreds; sekshundrede og tredive,1
30443,sekshundrede og enogfyrre; syvhundrede og femogtyve,1
30444,sekshundrede og niogtredive; firehundrede og seksoghalvtreds,0
30445,ti; ethundrede og treds,1
30446,ethundrede og otteoghalvfjerds; nihundrede og seksogfirs,1
30447,syvhundrede og otteoghalvtreds; ethundrede og otteoghalvtreds,0
30448,ottehundrede og fireogtyve; ottehundrede og fireogfyrre,1
30449,nihundrede og halvtreds; ethundrede og enogtredive,0
30450,ethundrede og treogtredive; syvhundrede og fem,1
30451,tohundrede og treoghalvfjerds; syvhundrede og tooghalvtreds,1
30452,nihundrede og tre; firehundrede og elleve,0
30453,otteogfyrre; ottehundrede og treogtyve,1
30454,tohundrede og otteogfirs; ottehundrede og fireoghalvfjerds,1
30455,femhundrede og femoghalvfjerds; tohundrede og fireogfyrre,0
30456,syvhundrede og syvogtreds; trehundrede og toogtreds,0
30457,femhundrede og fem; femhundrede og treogfirs,1
30458,ethundrede og fireogtyve; sekshundrede og femoghalvfems,1
30459,ethundrede og enogtreds; femhundrede og syvogtyve,1
30460,ethundrede og tre; nihundrede og seksogtreds,1
30461,tohundrede og fem; ethundrede og seksogtreds,0
30462,nihundrede og niogfyrre; syvhundrede og femogfyrre,0
30463,syvhundrede og toogtyve; seksten,0
30464,tohundrede og treogtredive; tohundrede og treogtyve,0
30465,femhundrede og enogtredive; ethundrede og femogtredive,0
30466,treogtreds; firehundrede og syvogfirs,1
